Frequence,Quantite,Montant,Cluster
1,94,141.41,1
4,308,652.82,1
4,535,1659.75,1
1,443,151.59,1
5,381,1308.6100000000001,1
1,288,409.93,1
4,3870,5681.72,1
2,689,746.36,1
23,3756,15610.390000000001,1
1,89,225.36,1
2,215,260.25,1
1,62,92.46,1
1,216,725.6400000000001,1
23,4273,8214.65,1
17,4876,6217.96,1
1,128,183.6,1
19,5386,6140.42,1
12,5593,10464.85,1
5,1788,1353.74,1
1,45,152.55,1
2,361,374.7,1
1,73,265.85,1
8,957,1424.0,1
1,130,151.04,1
3,754,942.26,1
1,81,122.47,1
5,268,499.41999999999996,1
6,310,1049.37,1
1,301,375.1,1
1,48,45.599999999999994,1
2,596,934.52,1
1,110,182.25,1
9,732,1018.43,1
18,3184,4448.54,1
1,251,194.42,1
13,12665,50491.81,1
1,134,161.0,1
1,72,76.32000000000001,1
14,2066,4076.91,1
1,406,442.85,1
17,16336,53258.43,1
1,104,147.35,1
11,2179,3104.17,1
1,64,194.9,1
6,6942,5976.79,1
5,961,1360.28,1
2,72,216.20999999999998,1
1,800,1266.23,1
7,1793,2703.23,1
2,381,597.91,1
1,88,144.2,1
12,2457,5683.15,1
4,458,692.85,1
7,1651,2915.15,1
4,745,1840.42,1
2,101,386.53,1
5,707,1382.74,1
1,72,90.0,1
4,2082,2780.15,1
1,1618,419.58000000000004,1
3,1640,2740.43,1
3,508,706.1300000000001,1
3,321,709.71,1
2,564,637.5,1
5,592,1123.8600000000001,1
1,258,483.86,1
11,3368,3586.0299999999997,1
3,348,605.64,1
15,3850,4690.31,1
2,610,982.3800000000001,1
1,510,415.82,1
2,811,935.05,1
4,355,915.13,1
1,313,311.81,1
1,30,115.8,1
4,756,3742.2,1
5,2437,4191.0,1
2,108,483.4,1
1,16,157.2,1
1,218,446.62,1
2,496,658.64,1
2,711,621.29,1
2,465,1345.62,1
1,25,118.75,1
54,57872,116729.63,2
2,284,432.88,1
1,781,507.66,1
11,4405,4690.64,1
3,455,1110.52,1
2,142,289.36,1
4,893,2445.91,1
2,1033,1631.77,1
1,54,122.53999999999999,1
4,150,574.84,1
1,167,363.79,1
4,150,450.84,1
1,94,134.46,1
3,1515,3222.3,1
4,209,576.9000000000001,1
4,205,559.41,1
7,1503,1600.93,1
2,330,719.78,1
25,719,4748.52,1
1,127,452.89,1
1,6,197.65,1
6,1162,2054.36,1
15,3937,4654.08,1
13,3662,4684.76,1
2,445,853.39,1
21,5840,11349.52,1
2,760,1012.0,1
1,142,335.52,1
4,290,701.4,1
1,28,185.39999999999998,1
7,590,747.44,1
1,82,161.03,1
2,204,466.7,1
1,276,328.15999999999997,1
1,114,151.74,1
6,691,2073.43,1
6,760,1905.8400000000001,1
9,1242,2241.1,1
1,1152,1070.48,1
5,751,1004.38,1
6,1358,1789.72,1
4,594,1839.3,1
17,689,2004.98,1
1,160,169.48000000000002,1
1,78,89.94,1
2,272,632.4,1
9,2191,3432.8,1
1,607,683.17,1
3,585,991.13,1
4,514,1050.12,1
5,1308,2232.19,1
10,1820,3350.96,1
3,610,1547.2,1
3,409,925.71,1
5,1941,2048.07,1
4,680,1462.72,1
4,963,775.46,1
5,1959,3144.86,1
2,310,490.86,1
1,38,161.0,1
1,111,146.85,1
11,993,2380.85,1
2,418,890.34,1
1,146,213.70000000000002,1
2,123,280.55,1
10,1221,2588.77,1
2,976,1693.45,1
3,804,1474.06,1
1,47,136.76999999999998,1
1,102,302.58,1
3,1200,1904.05,1
5,1674,2879.7000000000003,1
2,414,969.0600000000001,1
5,1682,3099.7200000000003,1
9,7100,12669.98,1
1,68,120.0,1
2,406,1163.45,1
8,1645,2618.23,1
2,70,333.97,1
2,330,530.18,1
3,530,1516.24,1
1,197,492.65000000000003,1
1,88,112.32,1
2,599,437.96,1
4,264,559.97,1
3,744,1119.74,1
3,1982,4180.2,1
1,52,134.04,1
15,2668,3729.34,1
2,161,595.25,1
4,541,1910.01,1
3,4338,4628.75,1
3,261,176.63,1
1,188,426.6,1
6,292,911.26,1
5,915,2314.65,1
11,2749,3883.25,1
9,1663,4871.93,1
4,709,1046.56,1
1,84,166.20000000000002,1
4,865,1305.33,1
44,58343,51527.3,2
9,2149,3965.62,1
1,32,43.2,1
1,606,640.14,1
1,139,383.45,1
3,1089,1858.96,1
2,1075,2093.32,1
6,2058,2995.72,1
9,1633,2352.53,1
1,146,310.26,1
6,1012,1611.59,1
1,296,120.0,1
6,1021,2481.13,1
1,255,508.58000000000004,1
2,325,477.79,1
5,2406,1530.75,1
2,350,605.0600000000001,1
1,103,183.85,1
1,139,311.65,1
7,3095,5014.84,1
2,252,462.65999999999997,1
3,481,866.31,1
1,58,415.2,1
8,1731,2552.21,1
2,379,468.26,1
4,1759,1614.91,1
2,335,588.22,1
1,168,309.52,1
1,58,134.7,1
8,1403,2182.28,1
4,347,668.5600000000001,1
8,477,889.9300000000001,1
1,50,108.97999999999999,1
2,605,1021.58,1
1,183,409.57,1
1,86,133.5,1
1,183,282.93,1
1,12,51.0,1
4,538,1078.96,1
1,64,90.6,1
2,210,163.62,1
1,92,174.4,1
2,277,701.23,1
1,148,225.77,1
3,371,912.18,1
4,1151,2128.23,1
1,100,161.2,1
8,1967,3717.35,1
16,4438,9261.52,1
1,36,155.0,1
1,34,100.5,1
1,17,76.55,1
1,194,257.68,1
2,219,617.05,1
2,292,348.1,1
1,146,202.68,1
1,1237,626.0699999999999,1
3,817,1247.69,1
3,159,202.11,1
1,54,142.4,1
3,819,1770.56,1
8,1941,3212.84,1
2,729,1043.46,1
9,2136,4652.82,1
1,13,67.95,1
9,1693,3507.71,1
2,225,487.99,1
19,1890,2612.96,1
1,454,574.7,1
13,4507,4051.48,1
4,519,1475.81,1
6,839,1474.32,1
1,77,156.75,1
5,1414,2142.73,1
7,1616,2606.53,1
6,1230,2059.4500000000003,1
9,571,1104.07,1
1,196,1063.0,1
2,786,770.03,1
1,68,122.7,1
7,2512,1496.98,1
13,3011,5900.28,1
2,326,490.22,1
3,1711,1937.25,1
6,487,1058.06,1
1,334,387.52,1
2,365,813.11,1
6,2906,4263.64,1
1,120,265.2,1
1,48,322.08,1
10,2699,4481.67,1
2,228,363.34000000000003,1
5,436,1244.83,1
1,130,470.36,1
6,2070,2255.51,1
6,368,1372.8,1
1,129,89.06,1
1,60,63.0,1
1,82,131.9,1
1,526,2661.24,1
5,588,2357.6800000000003,1
4,446,1712.89,1
2,482,1589.82,1
4,938,1420.2,1
4,873,1034.78,1
5,571,1163.23,1
2,104,375.35,1
4,757,907.1,1
3,241,483.25,1
2,389,662.59,1
2,119,264.44,1
1,49,119.93,1
9,2871,3059.44,1
1,88,113.64,1
1,760,1837.92,1
3,881,434.34,1
3,765,2102.67,1
11,962,1999.02,1
3,179,529.62,1
3,405,1058.6200000000001,1
7,1006,2272.4,1
4,278,598.76,1
2,193,461.19,1
8,1160,1936.84,1
2,88,234.34000000000003,1
1,140,547.66,1
3,447,925.85,1
1,132,215.7,1
4,720,1309.6,1
2,117,316.25,1
1,143,279.05,1
2,489,636.51,1
6,1646,2068.15,1
1,97,137.1,1
1,210,321.92,1
1,71,165.75,1
6,735,1196.33,1
1,799,1064.28,1
1,299,463.38,1
2,139,340.93,1
5,1285,2383.2400000000002,1
1,92,139.56,1
2,62,123.8,1
2,159,538.8100000000001,1
1,235,475.37,1
5,1098,1957.32,1
3,501,815.32,1
3,117,356.85,1
2,161,251.21,1
11,1482,2467.63,1
6,2004,3543.26,1
4,308,673.26,1
8,2759,5905.64,1
5,730,2012.17,1
6,600,1383.18,1
2,131,276.42,1
5,784,1314.81,1
2,122,275.28,1
3,361,455.59000000000003,1
3,589,1055.35,1
6,1134,2102.09,1
2,91,330.45,1
1,278,174.37,1
2,146,270.6,1
4,525,974.54,1
1,251,241.09,1
9,676,1867.68,1
9,2696,4332.2,1
55,2087,8507.82,1
1,278,364.21999999999997,1
3,348,620.04,1
6,1410,2925.91,1
4,284,932.85,1
7,4019,1949.72,1
18,2046,4445.4,1
3,1831,2864.19,1
1,40,171.8,1
1,120,355.56,1
2,155,388.25,1
2,428,537.48,1
3,421,996.26,1
8,647,1461.65,1
1,19,103.25,1
16,675,3590.68,1
2,1543,2024.45,1
5,1317,2578.09,1
8,2668,4007.54,1
2,256,652.8,1
1,136,289.24,1
2,394,765.62,1
2,106,186.23,1
1,91,165.07,1
5,493,859.27,1
4,1478,2381.04,1
2,130,324.14,1
1,510,788.38,1
22,1260,2237.77,1
3,1014,1080.76,1
18,1834,5074.77,1
4,1537,2949.12,1
1,800,1432.0,1
2,412,1530.3600000000001,1
1,79,227.39,1
2,94,217.21,1
7,1428,2832.84,1
9,544,1653.42,1
1,12,35.400000000000006,1
4,353,859.71,1
1,240,168.63,1
1,217,138.6,1
1,73,114.11,1
5,792,1052.55,1
4,383,1042.26,1
1,91,157.05,1
1,444,237.36,1
9,761,1601.14,1
1,5,39.75,1
4,1297,1447.14,1
3,415,570.46,1
3,332,617.99,1
2,185,379.83,1
6,978,1740.6,1
2,577,883.15,1
1,189,221.97,1
1,125,393.33000000000004,1
1,168,213.96,1
1,400,660.0,1
90,6214,12006.65,1
12,10734,15021.5,1
4,437,1785.15,1
4,7026,601.56,1
3,104,406.08000000000004,1
3,264,553.44,1
1,152,394.44,1
2,214,412.78000000000003,1
5,993,1788.3600000000001,1
1,146,320.58000000000004,1
5,407,884.57,1
2,162,225.85,1
2,335,899.63,1
4,1403,2791.27,1
2,272,671.96,1
2,380,959.01,1
3,622,1006.98,1
1,96,114.56,1
1,96,344.90000000000003,1
2,241,609.85,1
1,166,443.6,1
6,1431,2984.49,1
6,886,2125.08,1
1,90,110.46,1
1,76,96.12,1
2,815,693.8100000000001,1
2,258,830.76,1
2,381,597.09,1
73,197420,279138.02,2
1,95,243.22,1
4,1018,1417.29,1
2,344,654.6,1
1,53,114.18,1
7,949,1937.6,1
4,1089,1932.23,1
2,120,291.05,1
4,466,848.22,1
2,47,247.15,1
9,1195,2529.93,1
2,228,285.74,1
1,35,107.95,1
4,602,771.17,1
2,466,637.89,1
5,740,1835.7,1
1,155,179.95,1
25,5384,9236.95,1
3,775,1269.99,1
2,337,411.53,1
2,454,765.55,1
5,1004,1736.4,1
1,341,604.75,1
6,2500,2548.2400000000002,1
16,13476,28754.11,1
3,76,498.95,1
2,80,52.0,1
5,853,1236.28,1
1,470,628.38,1
21,3621,5630.87,1
1,76,112.8,1
2,170,371.7,1
5,707,2114.33,1
4,265,591.55,1
1,34,172.9,1
7,1630,2078.95,1
2,181,188.60999999999999,1
5,615,1250.76,1
1,77,109.13000000000001,1
3,1342,2235.3,1
9,932,2549.37,1
17,1454,3292.14,1
1,183,318.17,1
7,1074,1514.57,1
1,100,179.0,1
3,621,1126.37,1
13,2484,4921.04,1
4,378,606.13,1
11,978,2868.8,1
3,315,917.07,1
11,1615,2666.36,1
1,229,160.19,1
4,521,867.38,1
2,604,329.68,1
5,1032,1602.13,1
3,219,663.81,1
1,120,187.92000000000002,1
6,693,1156.6,1
1,593,718.08,1
1,62,268.58,1
1,197,313.49,1
8,1132,2005.06,1
3,256,380.02,1
8,1405,2702.4900000000002,1
12,3764,9585.91,1
31,2263,6050.69,1
3,345,1164.55,1
7,601,1314.45,1
7,3820,3902.28,1
3,735,1448.21,1
6,841,1400.34,1
7,627,1099.98,1
5,1038,1220.26,1
1,84,328.2,1
5,1223,1415.75,1
1,260,389.64,1
1,211,563.15,1
2,486,638.05,1
11,2219,5010.28,1
1,416,738.96,1
1,160,420.5,1
4,419,1484.06,1
3,569,1625.97,1
1,40,89.2,1
2,118,255.9,1
1,341,300.52,1
1,190,278.3,1
3,135,254.11,1
6,1349,2473.37,1
2,52,192.60000000000002,1
8,7435,10673.1,1
2,490,876.42,1
1,82,139.26,1
3,1174,1011.9,1
11,3134,2538.3,1
2,306,730.86,1
3,84,386.15,1
2,310,447.68,1
1,114,200.10000000000002,1
2,237,289.99,1
2,84,77.4,1
2,421,679.4399999999999,1
1,116,197.64,1
4,699,745.06,1
1,2,6.2,1
1,91,228.99,1
7,673,1319.91,1
1,17,131.45000000000002,1
17,6021,8020.93,1
3,150,173.74,1
1,146,157.7,1
12,3655,4339.74,1
1,175,193.14,1
3,370,845.55,1
1,121,353.27,1
4,115,554.65,1
1,330,193.39000000000001,1
8,2147,2741.17,1
11,1016,2087.88,1
2,67,155.43,1
2,744,778.5,1
1,5,271.85,1
2,653,1010.34,1
3,324,657.8,1
2,109,272.07,1
4,253,507.29,1
1,20,48.800000000000004,1
3,88,321.43,1
4,525,1127.71,1
12,991,2226.91,1
3,2172,2139.76,1
4,452,697.55,1
1,168,196.28,1
6,734,1720.3,1
3,45,102.44999999999999,1
4,1436,1649.5,1
1,31,62.85,1
6,1778,3295.76,1
4,1166,2824.69,1
4,1833,3189.81,1
1,120,309.4,1
25,5694,7930.54,1
1,293,325.75,1
2,325,511.35,1
6,1747,2836.69,1
2,82,475.8,1
7,1832,2759.83,1
2,267,645.65,1
3,714,1311.3799999999999,1
2,464,1173.12,1
4,671,1353.74,1
1,232,170.32,1
1,117,125.79,1
2,772,841.1999999999999,1
1,132,266.76,1
2,108,52.2,1
11,6751,14353.4,1
3,328,710.28,1
8,1405,2953.59,1
2,550,725.7,1
1,119,327.25,1
4,185,522.38,1
1,168,519.68,1
2,558,1465.3200000000002,1
9,802,1485.54,1
3,373,706.19,1
1,316,255.4,1
2,158,589.7,1
6,790,761.59,1
1,724,765.3199999999999,1
1,160,364.8,1
1,1100,1862.0,1
1,184,369.2,1
1,90,135.9,1
1,51,125.65,1
2,505,554.38,1
2,799,1237.8500000000001,1
1,265,655.75,1
20,4851,11138.710000000001,1
2,279,468.77000000000004,1
4,468,1366.38,1
6,1020,1303.52,1
9,661,1421.29,1
1,218,332.66,1
5,1536,2810.63,1
2,1985,1025.44,1
2,287,616.15,1
7,1691,3501.1,1
1,132,277.8,1
4,238,434.35,1
198,80429,136275.72,2
2,971,867.85,1
4,1743,1227.43,1
2,112,307.48,1
4,1136,1268.98,1
2,675,1610.15,1
2,509,977.77,1
2,953,1316.07,1
1,418,749.1,1
1,64,310.05,1
1,136,223.88,1
3,1166,2372.86,1
4,414,864.6800000000001,1
1,79,313.53,1
2,1042,1890.94,1
1,935,1784.71,1
8,4085,8137.02,1
3,484,1621.88,1
12,2815,5900.25,1
1,22,100.9,1
2,179,290.82,1
6,673,1101.97,1
1,136,371.2,1
1,311,311.69,1
11,3355,8099.49,1
1,225,289.82,1
1,127,336.17,1
1,34,58.49,1
3,129,499.68,1
4,494,695.42,1
2,221,221.27,1
9,3708,7044.68,1
1,44,126.7,1
5,1176,1487.8,1
1,143,206.21,1
2,365,599.0,1
1,187,191.32,1
1,140,463.8,1
1,127,147.59,1
4,250,1592.06,1
3,644,1116.57,1
1,28,114.77,1
3,369,1314.45,1
1,44,114.39,1
1,380,279.94,1
6,232,774.86,1
5,525,1931.42,1
1,97,102.12,1
2,60,213.27,1
2,260,296.75,1
2,128,326.4,1
1,141,334.54,1
2,103,233.23000000000002,1
3,1120,546.1999999999999,1
2,270,429.87,1
1,218,490.52,1
4,862,1641.76,1
1,629,1245.93,1
28,4245,6314.87,1
1,301,497.14,1
1,69,156.91,1
3,642,1261.78,1
1,184,308.94,1
2,231,423.04,1
2,151,260.17,1
1,76,170.04,1
1,63,125.58,1
3,189,496.21000000000004,1
1,159,266.0,1
9,847,1914.82,1
4,543,905.04,1
11,2862,6783.86,1
10,920,1661.33,1
1,189,377.01,1
3,225,464.2,1
4,565,1066.1499999999999,1
4,459,627.13,1
2,372,518.28,1
4,401,668.14,1
3,2968,4959.1,1
10,1693,2583.37,1
8,2422,4308.61,1
1,245,252.73000000000002,1
3,327,465.55,1
6,217,705.49,1
47,9209,19914.44,1
1,104,180.35,1
1,30,135.93,1
1,300,537.0,1
17,2795,7700.2300000000005,1
2,114,735.66,1
15,3450,5194.82,1
1,222,343.62,1
4,195,384.05,1
1,63,121.17000000000002,1
3,1224,1782.09,1
3,1011,1391.61,1
1,82,215.78,1
3,986,697.79,1
2,198,302.1,1
2,668,1489.5,1
11,1069,2124.9900000000002,1
9,604,1337.72,1
4,262,301.84,1
48,28920,54534.14,2
4,763,987.86,1
1,56,370.79999999999995,1
4,1383,3158.13,1
1,317,893.59,1
3,954,1744.76,1
2,364,553.36,1
1,520,1109.53,1
1,36,106.2,1
2,269,982.07,1
3,491,1043.41,1
1,455,748.87,1
1,447,773.03,1
1,571,880.85,1
32,5105,9743.11,1
4,389,895.61,1
5,190,504.8,1
1,38,88.2,1
1,470,306.94,1
2,460,1160.07,1
6,1359,2420.84,1
1,208,381.32,1
1,346,480.71,1
2,135,457.81,1
6,3760,4597.02,1
4,1079,1370.6,1
1,120,219.39000000000001,1
1,170,248.08,1
3,121,39916.5,1
1,343,410.48,1
3,80,876.0,1
2,241,317.53,1
2,329,703.36,1
2,637,1027.44,1
7,1211,2298.93,1
5,1181,1422.52,1
6,170,319.5,1
3,490,1159.25,1
1,131,484.95,1
4,246,996.1,1
3,710,1567.48,1
3,2385,3608.94,1
10,3096,2760.56,1
1,157,340.11,1
4,648,1352.75,1
5,1948,1551.78,1
1,1440,244.8,1
1,88,266.4,1
1,296,358.82,1
2,199,457.72,1
3,800,1633.78,1
2,1195,2199.31,1
2,233,184.19,1
15,6193,11528.48,1
1,251,406.53,1
4,1343,1471.0,1
11,1794,3447.4,1
1,197,330.11,1
5,679,977.9300000000001,1
3,680,982.42,1
8,887,1387.99,1
1,43,139.05,1
4,776,1286.7,1
2,208,178.96,1
7,1572,2354.25,1
1,365,498.74,1
1,150,259.45,1
17,3050,6580.44,1
4,756,1194.73,1
2,1473,1327.16,1
1,366,623.5,1
1,187,301.29,1
1,128,520.8000000000001,1
10,3658,5314.47,1
13,2704,4745.69,1
1,198,329.25,1
1,104,296.42,1
3,597,961.49,1
3,2392,1936.07,1
1,198,401.40000000000003,1
30,11441,18641.010000000002,1
1,84,158.16,1
2,186,304.47,1
3,360,843.05,1
1,160,487.75,1
1,67,163.0,1
1,52,106.56,1
1,290,1289.5,1
5,1611,1624.05,1
1,145,135.75,1
1,454,224.14,1
1,30,40.5,1
5,1938,2206.95,1
1,36,87.5,1
3,544,689.4799999999999,1
2,253,622.85,1
2,223,406.76,1
1,666,310.62,1
2,215,411.41,1
15,1886,4762.18,1
41,6149,16225.39,1
3,918,1044.32,1
1,144,499.32,1
15,5703,7616.53,1
1,1404,3861.0,1
3,469,1079.6100000000001,1
2,120,193.64,1
4,396,1268.7,1
5,1210,1236.54,1
6,1753,1827.8,1
1,258,316.58,1
2,378,653.24,1
4,162,420.29999999999995,1
5,316,870.12,1
1,228,331.18,1
2,240,894.4100000000001,1
1,36,101.8,1
2,272,328.35,1
8,1254,1661.44,1
3,225,734.94,1
1,28,96.6,1
11,3329,5756.89,1
1,45,305.75,1
6,1393,1778.96,1
1,43,403.25,1
1,440,585.0,1
2,213,755.75,1
2,152,322.08,1
1,226,409.40000000000003,1
1,71,154.41,1
5,750,1219.4,1
4,2255,3386.71,1
2,351,429.6,1
2,686,612.06,1
1,196,197.0,1
12,1324,2247.51,1
1,269,321.05,1
4,1071,1412.32,1
3,692,1071.99,1
2,594,780.59,1
5,1369,1706.57,1
8,1818,1756.44,1
1,185,316.68,1
2,405,631.57,1
3,1784,2515.84,1
2,247,514.15,1
1,160,356.0,1
13,3577,6688.46,1
11,6171,10484.99,1
2,522,740.78,1
5,866,918.1999999999999,1
1,275,300.36,1
1,489,890.85,1
1,55,98.45,1
1,46,317.15,1
2,142,623.16,1
7,885,1810.77,1
1,270,254.82,1
1,73,178.95000000000002,1
1,89,156.51,1
1,265,393.74,1
2,612,1506.1200000000001,1
1,18,119.3,1
5,944,1717.36,1
1,26,408.8,1
7,1521,2379.49,1
15,1262,2507.07,1
2,310,721.94,1
2,619,716.57,1
1,498,615.14,1
1,64,135.31,1
1,205,255.89999999999998,1
1,189,290.51,1
1,154,113.12,1
9,1211,2332.15,1
1,55,240.55,1
2,433,486.69,1
5,775,2306.52,1
3,1008,939.78,1
18,4501,7943.22,1
14,2102,4623.3,1
1,56,180.94,1
6,1766,3672.86,1
3,292,641.94,1
12,3116,4799.9,1
6,2947,3907.01,1
1,292,496.44,1
12,2775,5070.35,1
1,248,574.02,1
8,104,694.4000000000001,1
3,810,1174.35,1
1,37,205.3,1
1,175,310.47,1
91,38194,60767.9,2
4,516,924.85,1
1,25,52.0,1
1,313,327.97,1
2,862,570.5,1
1,100,165.0,1
1,642,312.62,1
1,175,204.5,1
1,326,267.13,1
3,1181,2748.31,1
1,416,679.68,1
1,232,162.29,1
1,386,311.71,1
1,116,208.75,1
3,486,1049.7,1
2,1312,714.96,1
4,652,1661.06,1
1,344,1028.56,1
3,273,348.72,1
1,80,173.97,1
2,416,574.07,1
1,812,2020.52,1
1,283,406.09,1
1,84,364.5,1
3,116,563.94,1
1,81,393.54,1
1,144,252.42000000000002,1
1,130,201.60000000000002,1
1,84,158.04,1
2,327,473.81,1
1,51,115.65,1
7,753,1960.1100000000001,1
2,343,777.02,1
2,45,277.05,1
10,1673,2766.5,1
22,7050,8347.2,1
1,223,427.93,1
1,336,418.92,1
1,144,326.0,1
2,493,913.19,1
7,1084,2314.32,1
2,621,602.51,1
4,1057,1877.59,1
1,230,446.94000000000005,1
7,830,2386.05,1
1,2924,2007.3999999999999,1
12,500,2415.91,1
1,126,168.0,1
3,619,1233.3600000000001,1
7,2305,3703.29,1
5,376,1690.2600000000002,1
2,171,596.85,1
6,4012,5955.71,1
2,596,642.41,1
1,161,316.88,1
1,446,394.14,1
1,88,140.54,1
1,400,500.0,1
4,1277,1535.53,1
2,150,231.86,1
4,910,2183.54,1
1,17,107.45,1
1,122,288.18,1
1,20,94.0,1
2,769,1345.53,1
3,611,815.77,1
5,390,716.2,1
2,693,626.35,1
1,193,349.1,1
2,254,510.71000000000004,1
4,558,1056.44,1
1,106,267.18,1
8,1200,3450.84,1
4,530,1358.88,1
1,108,190.53,1
3,443,774.9000000000001,1
1,575,572.8100000000001,1
4,2090,3984.32,1
1,284,508.8,1
1,230,135.86,1
4,500,950.36,1
2,38,97.7,1
1,101,43.5,1
2,554,383.34,1
5,674,1447.39,1
3,1013,1483.14,1
1,102,93.78,1
2,380,397.35,1
1,65,171.19,1
2,534,533.3,1
5,647,1041.48,1
1,54,149.29,1
3,613,1122.53,1
1,79,200.16,1
1,59,156.57999999999998,1
3,197,383.68,1
1,120,594.0,1
7,1663,3236.91,1
2,764,1418.26,1
1,58,113.5,1
1,85,155.17,1
1,232,494.64,1
3,812,974.52,1
1,376,429.84,1
3,283,538.73,1
7,845,1388.37,1
1,86,179.1,1
3,660,447.22,1
1,132,237.07,1
1,156,161.64,1
1,109,216.76,1
3,172,234.6,1
1,106,126.14,1
1,350,1048.85,1
18,1257,7354.62,1
1,246,334.53,1
3,310,524.88,1
2,155,467.51,1
2,153,538.55,1
1,266,469.48,1
1,251,371.56,1
7,672,1771.2,1
1,319,454.10999999999996,1
2,585,1441.42,1
1,303,905.5,1
11,5019,11014.96,1
4,295,233.81,1
4,3152,3594.31,1
3,1306,2575.0,1
1,73,91.32000000000001,1
3,608,1134.28,1
6,1646,3100.09,1
2,483,659.4599999999999,1
5,560,2001.8,1
2,1148,1299.23,1
2,624,1262.2,1
27,6105,13316.4,1
4,572,1131.56,1
10,4232,6923.98,1
1,74,147.09,1
1,33,52.83,1
5,2390,3610.96,1
3,848,979.26,1
1,162,492.36,1
6,440,1000.27,1
1,2,250.0,1
5,271,909.23,1
2,68,121.0,1
19,5709,14758.220000000001,1
11,2160,4139.46,1
3,27,62.43,1
1,293,267.03,1
8,1273,1942.45,1
1,314,343.5,1
8,1836,3000.2,1
2,573,398.84,1
1,132,412.01000000000005,1
1,4,440.0,1
3,414,823.42,1
2,24,148.44,1
8,992,2429.78,1
1,123,229.33,1
11,3495,3992.68,1
4,950,1502.35,1
2,1105,2007.44,1
4,519,1571.03,1
3,289,807.57,1
4,143,536.4,1
1,29,110.92,1
1,410,538.46,1
1,200,213.3,1
1,49,85.13000000000001,1
1,86,127.86,1
9,3109,3546.71,1
2,163,292.71999999999997,1
14,4032,4954.84,1
3,695,1689.51,1
4,295,575.63,1
1,218,436.06,1
1,60,90.12,1
1,451,437.23,1
1,74,217.2,1
16,4409,4802.18,1
1,236,279.77,1
1,219,473.65000000000003,1
4,267,800.59,1
1,39,134.55,1
3,1441,1361.44,1
2,60,173.16,1
1,223,186.01,1
3,461,758.29,1
5,666,1375.71,1
12,2067,4165.52,1
4,264,650.4300000000001,1
7,1229,2552.86,1
2,362,599.5,1
4,349,702.25,1
1,404,940.6700000000001,1
3,89,258.88,1
1,52,127.1,1
2,120,348.6,1
10,283,721.63,1
3,453,682.9100000000001,1
4,314,725.11,1
1,320,455.3,1
4,312,913.6800000000001,1
3,243,478.53000000000003,1
1,354,388.58,1
1,60,199.8,1
5,983,1771.78,1
5,561,1406.59,1
1,279,324.57,1
1,160,240.68,1
2,718,761.74,1
14,4983,6776.56,1
9,1141,1297.8700000000001,1
1,96,48.480000000000004,1
1,159,216.39,1
5,441,1198.23,1
9,892,2920.16,1
1,202,104.76,1
4,714,1093.68,1
1,148,298.48,1
1,66,112.46000000000001,1
11,502,1570.45,1
2,52,195.15,1
23,5508,10399.74,1
4,453,776.85,1
1,136,336.40000000000003,1
3,915,1553.18,1
4,501,1293.03,1
9,1674,3709.56,1
1,125,301.03,1
4,357,588.13,1
4,1188,1534.26,1
2,766,675.8,1
9,1894,2870.2400000000002,1
2,800,1186.35,1
8,2109,3285.31,1
1,99,243.55,1
2,284,724.76,1
1,128,223.36,1
1,323,425.32,1
15,6607,12515.66,1
4,1562,1887.2,1
3,246,664.0,1
4,557,813.0,1
1,255,611.59,1
3,394,447.64000000000004,1
2,221,657.35,1
2,192,816.0,1
3,479,646.3,1
1,208,337.74,1
2,1200,877.4399999999999,1
2,475,922.53,1
1,324,560.67,1
4,343,748.5,1
1,24,30.0,1
5,242,1024.1000000000001,1
1,111,306.45,1
9,1050,1600.86,1
2,236,309.8,1
1,106,138.14,1
1,157,386.43,1
2,1666,2242.01,1
1,240,301.32,1
1,72,76.32000000000001,1
4,342,684.34,1
1,91,173.05,1
7,1699,2657.13,1
4,1514,2881.02,1
4,1274,2111.89,1
3,527,323.69,1
3,2252,3435.76,1
1,319,657.23,1
1,184,352.7,1
4,1170,781.28,1
3,952,1333.68,1
5,816,1426.16,1
1,131,193.75,1
9,1310,2993.1,1
2,84,254.1,1
2,408,239.76,1
1,72,136.8,1
1,138,191.04,1
13,1676,6464.4,1
2,212,409.98,1
8,1028,2736.46,1
1,113,309.65,1
2,357,696.68,1
4,923,1542.14,1
1,66,211.5,1
4,1028,2293.62,1
1,62,143.1,1
4,321,1060.56,1
4,605,945.58,1
7,1267,3364.2400000000002,1
1,121,133.25,1
5,486,1072.3600000000001,1
2,150,356.7,1
2,187,330.88,1
4,744,1118.81,1
1,70,150.3,1
13,2724,5043.96,1
1,281,598.73,1
1,409,507.08,1
5,1026,2222.56,1
1,87,203.1,1
2,73,218.25,1
1,221,415.25,1
7,3065,5178.96,1
1,28,85.0,1
3,689,1120.88,1
2,215,294.12,1
1,62,162.3,1
2,346,1339.45,1
8,599,1205.1200000000001,1
16,2982,4812.42,1
1,472,449.12,1
1,152,154.88,1
4,216,784.46,1
1,120,34.8,1
4,421,1094.59,1
1,178,196.88,1
3,480,974.04,1
1,51,149.31,1
3,18028,44534.3,1
8,1786,2465.48,1
7,1978,2637.38,1
1,144,79.2,1
3,199,458.57,1
6,1427,2364.25,1
4,242,532.96,1
2,491,714.42,1
1,47,205.25,1
3,60,253.04,1
2,251,583.75,1
2,271,1086.92,1
6,2050,3279.97,1
1,170,315.06,1
