InvoiceNo,CustomerID,Customer basket,Recommended Product,Product description,Probability,Price estimation
551984,15841.0,"['22060', '20839', '22682', '21318', '22683', '22681', '22685', '22686', '35810B', '22684', '22679', '21770', '22676', '22678', '22680', '22677', '20826']",0,Null,0.0,0.0
551985,12395.0,"['22329', '23255', '23254', '22423', '22712', '23256', '22029', '22817', '22628', '22326']",0,Null,0.0,0.0
551986,13888.0,"['84836', '84688', '22283', '23068', '22855', '22700', '47566', '22926', '23138', '85066', '23152', '22927', '22854', '47566B', '23181', '23067', '72741', '85123A', '22722']",0,Null,0.0,0.0
551987,15005.0,"['22994', '84688', '20725', '85099C', '22223', '22663', '23199', '47566', '22356', '22139', '82486', '22661', '20727', '82578', '22630', '20723', '21931', '22385', '23298', '22384', '85132C', '22629', '21524', '22890', '82482', '20724', '85132A', '85132B', '47566B', '22174', '23204', '22222', '23284', '82583', '20719', '22998', '23003', '85123A', '82580', '23206', '82581', '20728', '22804']",85099B,JUMBO BAG RED RETROSPOT,0.5607235142118864,0.9251937984496125
551988,12576.0,"['16016', '22686', '21216', '22684', '22722', '16014', '20718', '22982', '22673', '22478', '22671']",0,Null,0.0,0.0
551989,14423.0,"['22219', '85123A', '22804']",0,Null,0.0,0.0
551990,15759.0,['22607'],0,Null,0.0,0.0
551991,14697.0,"['47566', '44235', '82600', '15058B', '90175C', '44234', '23132', '75049L', '15036', '15058A']",0,Null,0.0,0.0
551992,12747.0,"['84879', '82484', '85062', '21136', '21754', '22120', '22763', '85123A', '82482']",82494L,WOODEN FRAME ANTIQUE WHITE ,0.5342465753424657,1.3623287671232873
551993,14697.0,"['84519B', '90058A', '90058B', '22139', '22502', '85132C', '22138', '22628', '84519A', '85132B', '85132A', '21034']",0,Null,0.0,0.0
551994,12868.0,"['21794', '84978', '23077', '22178', '22147', '22698', '22423', '85230G', '84755', '84279B', '22697', '22029', '22960', '84818', '23148', '20903', '22028', '21609', '22025', '21314', '22699', '23146', '85230E', '22027', '85123A', '22175', '20897', '84879', '21452']",0,Null,0.0,0.0
551996,16628.0,"['21485', '22548', '22139', '22969', '22535', '85049E', '48194', '21892', '22077', '85049C', '22508', '84832', '21890', '21411', '22835', '22537', '21790']",0,Null,0.0,0.0
551998,14099.0,"['21754', '22055', '21864', '21770', '21420', '21181', '23006', '23180', '37413', '22693', '21417', '21873', '23232', '21865', '21755', '21870', '21413', '23181', '84192', '17091A', '85150', '21875', '21872']",0,Null,0.0,0.0
552004,17522.0,"['85062', '84755', '22178', '21654', '85141', '22423', '21731', '21745', '21089', '21078']",0,Null,0.0,0.0
552005,15491.0,"['46000M', '84978', '84946', '22178', '21169', '21165', '35809A', '47566', '84970S', '21175', '71459', '84755', '20838', '20840', '21181', '22668', '35810A', '22723', '21166', '23148', '21786', '84949', '82482', '47566B', '22675', '85152', '85150', '22413', '23065', '22722']",82494L,WOODEN FRAME ANTIQUE WHITE ,0.5342465753424657,1.3623287671232873
552007,13269.0,"['22197', '22501', '22431', '21787', '22892', '22424', '22502', '21735', '21791', '22430', '21394', '22979', '21084', '21528', '22411', '22429']",85099B,JUMBO BAG RED RETROSPOT,0.5012658227848101,0.8270886075949366
552008,12476.0,"['22849', '22847']",0,Null,0.0,0.0
552010,14713.0,"['22147', '20725', '21915', '23068', '20728', '22170', '21745', '84970S', '21495', '22356', '84755', '84997D', '22605', '22926', '22382', '35095A', '35095B', '20727', '23232', '22517', '22383', '22915', '22514', '21705', '82482', '20724', '21917', '22519', '22515', '20726', '21136', '20719', '21428', '21430', '22516', '85123A', '84375', '23256', '21918', '22456', '23206', '23208', '22518']",22384,LUNCH BAG PINK POLKADOT,0.40574088440651673,0.6694724592707526
552011,13867.0,"['82484', '20983', '85066', '20750', '85123A', '22427', '48138', '22501']",0,Null,0.0,0.0
552013,12451.0,"['22431', '22898', '22617', '85099C', '22851', '21212', '21394', '23010', '21371', '23254', '22074', '23201', '21937', '21931', '22551', '21675', '22432', '21829', '22367', '21578', '20712', '23147', '23206', '23208', '20725', '22436', '20717', '22554', '22416', '23207', '21249', '22613', '20711', '23148', '22435', '47590A', '22629', '23007', '22440', '22326', '20726', '23204', '22243', '23194', '22396', '20718', '22045', '20728', '22399', '23205', '21078', '22434', '22417', '22090', '85099B', '21395', '85049E', '20682', '21976', '22382', '21679', '21213', '21498', '85049D', '21086', '22433', '22385', '21090', '22845', '22437', '21080', '20724', '20719', '21680', '22650', '21094', '22400', '23255', '85049H', '23075', '23199', '47566', '21156', '22669', '20727', '22634', '22915', '21731', '22908', '21673', '84569A', '21936', '23256', '21084']",22384,LUNCH BAG PINK POLKADOT,0.40574088440651673,0.6694724592707526
552018,16817.0,"['22433', '22431', '20702', '22139', '22487', '23149', '22088', '22502', '23148', '21746']",0,Null,0.0,0.0
552023,17624.0,"['22924', '84946', '22968', '22969', '40016', '21500', '21205', '22427', '47566', '21204', '21195', '21983', '22668', '82486', '23073', '84929', '21206', '20846', '21217', '21609', '22831', '21980', '22985', '20718', '22051']",0,Null,0.0,0.0
552025,13969.0,"['85099B', '23052', '20717', '85099C', '23149', '21530', '23177', '21394', '21928', '23199', '84212', '21043', '23207', '23049', '21929', '21930', '20711', '20723', '21896', '23298', '21033', '22411', '82582', '23204', '22998', '35810B', '23194', '79030G', '23206', '23208', '23205']",22386,JUMBO BAG PINK POLKADOT,0.34125,0.6654375
552026,17940.0,['21981'],0,Null,0.0,0.0
552028,13969.0,"['20725', '20726', '21931', '22383']",22384,LUNCH BAG PINK POLKADOT,0.40574088440651673,0.6694724592707526
552032,14393.0,"['23040', '23041', '23043', '23045', '23042']",0,Null,0.0,0.0
552033,14776.0,"['20975', '22998', '22664', '22380', '20974', '23078', '22693', '21703']",0,Null,0.0,0.0
552034,17578.0,"['21043', '21399', '21845', '21933', '21932']",0,Null,0.0,0.0
552036,12748.0,"['84509E', '21624', '22427', '84563B', '48138', '22499', '22200', '22971', '21715', '21742', '22514', '22202', '21693', '22425', '21718', '22515', '22791', '22481', '22207', '22970', '22488']",0,Null,0.0,0.0
552037,13450.0,"['22966', '22196', '22993', '22195', '22978', '21212', '22979', '22960']",0,Null,0.0,0.0
552038,14156.0,"['20725', '21169', '20979', '22502', '21212', '22863', '22839', '22489', '21166', '21164', '21790', '21154', '22838', '21523', '20685', '21041', '21977', '22843', '84375', '22842']",22384,LUNCH BAG PINK POLKADOT,0.40574088440651673,0.6694724592707526
552039,13081.0,"['22431', '20829', '22498', '22178', '15044A', '22617', '62018', '21212', '22523', '15056BL', '84378', '21354', '21746', '21063', '22553', '84988', '22606', '22605', '47590B', '84247G', '22986', '22136', '21243', '21164', '20723', '84380', '22197', '22026', '22383', '23298', '21922', '84536B', '47566B', '22348', '84987', '21733', '22432', '22569', '22037', '22607', '22207', '22897', '21201', '23206', '23208', '22804', '22759', '15056P', '22087', '22995', '22055', '20725', '23163', '21205', '22554', '22423', '22776', '22522', '20963', '21864', '21843', '15044B', '71459', '22616', '23207', '21877', '20801', '22138', '22061', '21967', '22984', '21506', '22435', '21217', '22629', '47590A', '21224', '21986', '21723', '23204', '20726', '22083', '84596B', '21977', '85123A', '84375', '21975', '21504', '21676', '15039', '22045', '20728', '22030', '22023', '23159', '22434', '22090', '21985', '22088', '22644', '21948', '84692', '15034', '21988', '84212', '23164', '22907', '35095A', '21213', '22978', '21544', '21498', '22029', '21086', '22131', '22433', '22666', '22437', '21080', '22896', '21239', '21749', '21984', '21497', '21982', '22085', '84535B', '85014B', '16161P', '22520', '23002', '22659', '21060', '40016', '22502', '22035', '21750', '15036', '16161U', '47566', '15058C', '22557', '21495', '21747', '20972', '15056N', '22637', '22499', '21155', '21563', '20727', '15044D', '22151', '15044C', '20679', '22997', '20828', '22384', '21564', '22089', '21865', '47591D', '22662', '22993', '21981', '22998', '21232', '21980', '84536A', '84992', '79030G', '16156S', '15060B', '20961', '22501', '85014A']",22630,DOLLY GIRL LUNCH BOX,0.6022727272727273,1.1744318181818183
552040,12502.0,"['22727', '22728', '22968', '48188', '22366', '22449', '22393', '21524', '21523', '22692', '22423', '48187', '21071', '21070']",22726,ALARM CLOCK BAKELIKE GREEN,0.6043329532497149,2.266248574686431
552041,14273.0,"['85099B', '85099C', '22377', '21933', '21928', '21932']",22386,JUMBO BAG PINK POLKADOT,0.34125,0.6654375
552042,13952.0,"['22087', '22090', '22055', '37448', '35599D', '21539', '22644', '22628', '22062', '21218', '21843', '22060', '21056', '21533', '22668', '22329', '22669', '22063', '21535', '84077', '22061', '37450', '35598D', '21199', '22321', '22072', '21198', '21217', '84991', '20914', '22646', '22348', '84987', '21262', '37446', '21216', '21232', '21041', '22066', '20750', '21844', '21531', '37449', '22649']",0,Null,0.0,0.0
552044,17423.0,"['21122', '71459', '22083', '21124', '22090', '21121', '22938', '22179', '84991', '21212', '79321']",0,Null,0.0,0.0
552045,18241.0,"['85099B', '22965', '48194', '21212', '48138', '21746', '21843', '84988', '22139', '85066', '21912', '22550', '22915', '21080', '84991', '22077', '20685', '22993', '21977', '21980', '85123A', '21918', '85014B', '85014A']",22386,JUMBO BAG PINK POLKADOT,0.34125,0.6654375
552046,15235.0,"['22303', '22780', '22283', '23141', '72807B', '72807A', '21260', '47566', '22305', '22692', '21158', '84536B', '23070', '37501', '23284', '22439', '22690', '23069', '84536A', '22438', '20996', '21162', '21955', '84535B']",0,Null,0.0,0.0
552048,17809.0,"['23298', '23284']",47566,PARTY BUNTING,0.3855302279484638,3.5931417244796826
552051,14796.0,"['23159', '22659', '23077', '21868', '22900', '21165', '37448', '21212', '22423', '84673A', '22644', '21907', '22645', '23158', '21175', '22631', '22412', '82567', '21181', '21213', '21877', '22972', '84951B', '37342', '21166', '47559B', '22630', '21231', '22973', '21874', '84596G', '22710', '21318', '37447', '82600', '21908', '84596F', '84991', '22629', '21399', '22646', '82582', '22064', '84596J', '47580', '22966', '23154', '85152', '84596B', '22057', '21232', '21977', '84992', '16156S', '21871', '21872', '22722', '22059', '72232', '22649']",0,Null,0.0,0.0
552053,16153.0,"['21137', '22132', '79160', '22457', '21533', '21155', '20914', '20727', '21539', '22133', '21535', '22595']",20725,LUNCH BAG RED RETROSPOT,0.4914448669201521,0.810884030418251
552054,15062.0,"['85099B', '22149', '22271', '22273', '23199', '16169M', '20972', '20971', '22274', '22587', '22693', '20711', '22960', '22565', '23201', '21931', '22586', '22566', '22421', '23284', '23233']",22386,JUMBO BAG PINK POLKADOT,0.34125,0.6654375
552055,16353.0,"['21218', '82551', '22920', '22666', '22919', '22998', '22917', '22672', '22921', '20751', '21212', '22981', '22722', '22673', '22670']",0,Null,0.0,0.0
552056,16353.0,['79321'],0,Null,0.0,0.0
552057,17504.0,"['23230', '84946', '21754', '84945', '21980', '23299', '23194', '21080', '48184', '21524', '22722', '23144', '22847']",0,Null,0.0,0.0
552058,15218.0,"['23181', '21870', '84755', '23284', '21181', '21754', '21868', '23298', '85099B', '85099C', '85123A', '23184', '22191', '75049L', '22192', '23199', '21034']",47566,PARTY BUNTING,0.3855302279484638,3.5931417244796826
552059,17470.0,"['21402', '21654', '20725', '22383', '21400', '85132C', '21401', '21403', '21399', '20727', '37467']",22384,LUNCH BAG PINK POLKADOT,0.40574088440651673,0.6694724592707526
552060,15668.0,['84946'],0,Null,0.0,0.0
552061,13001.0,"['22087', '21363', '21866', '22417', '85099B', '22178', '21174', '85099C', '21212', '48138', '21864', '22386', '21928', '21988', '47566', '47599A', '21876', '22722', '47590B', '21929', '21987', '21155', '22138', '21930', '21896', '21937', '21931', '22385', '22383', '47590A', '21865', '47591D', '47566B', '22411', '21901', '22367', '21136', '82583', '21902', '21936', '47599B', '21041', '21977', '84992', '21385', '84879', '21558']",20725,LUNCH BAG RED RETROSPOT,0.4976030680728667,0.82104506232023
552062,13117.0,"['22550', '17136A', '23067', '18007', '18094C', '23061', '21509', '20830', '22031', '22025']",0,Null,0.0,0.0
552064,15874.0,"['21376', '22361', '22487', '21535', '22949', '22778', '21973', '21844', '22089', '21531', '21201', '22360', '22960', '22773']",0,Null,0.0,0.0
552065,16729.0,"['46000M', '22900', '20725', '79321', '22192', '21746', '22616', '21026', '22382', '22729', '22191', '22558', '47348A', '22028', '22193', '21749', '22728', '20726', '21936', '23206']",22384,LUNCH BAG PINK POLKADOT,0.40574088440651673,0.6694724592707526
552078,16748.0,"['23201', '23204', '21937', '23207', '22383', '22411', '21936', '85099C', '21930', '23206', '22355', '20711', '23199', '22386', '23205']",20725,LUNCH BAG RED RETROSPOT,0.4976030680728667,0.82104506232023
552080,16319.0,"['22179', '79321', '22468']",0,Null,0.0,0.0
552108,17841.0,"['22995', '22683', '22039', '22674', '20725', '22725', '22676', '79321', '20749', '72800D', '47566', '20964', '21976', '22553', '21244', '22487', '22684', '23299', '22278', '21155', '21935', '22978', '20727', '22041', '22029', '82578', '21926', '22630', '23131', '21931', '22424', '20668', '22219', '23298', '22384', '72800E', '23145', '21927', '21733', '20675', '21381', '21925', '23194', '21975', '21756', '82580', '23206', '22355', '82581', '22753']",22629,SPACEBOY LUNCH BOX ,0.6883116883116884,1.3422077922077924
552121,15757.0,"['22150', '21499', '84978', '22595', '21754', '22149', '22998', '22508', '23073', '21498', '20700', '21755', '84879', '21745', '23126', '22819']",0,Null,0.0,0.0
552127,17174.0,"['22381', '22386', '85099B', '84755']",0,Null,0.0,0.0
552134,14944.0,"['21175', '22457', '85152', '84988', '21181', '22193', '47590B', '84991', '84992', '47590A', '22766', '22191', '85123A', '21166', '84792', '22595']",0,Null,0.0,0.0
552135,14944.0,['23144'],0,Null,0.0,0.0
552139,14659.0,"['20969', '48194', '22078', '21713', '22743', '84692', '21327', '20971', '21328', '22296', '84949', '21715', '20967', '21718', '21716', '22561', '22742', '84879', '21932']",0,Null,0.0,0.0
552149,13365.0,"['22968', '22936', '22752', '22796', '22698', '22821', '22423', '16161U', '23207', '22046', '22907', '23254', '22697', '22613', '21889', '22960', '22630', '84380', '21080', '84991', '22629', '22662', '47591D', '22709', '22699', '22908', '23146', '23007', '22519', '22899', '22966', '21982', '22664', '22418', '23256', '20728', '23008', '22518', '23205']",20725,LUNCH BAG RED RETROSPOT,0.4751552795031056,0.7840062111801241
552166,13475.0,"['84836', '23077', '20717', '22645', '84970L', '84970S', '22156', '23076', '22692', '22771', '48187', '21668', '22345', '84596F', '21672', '22343', '23078', '22646', '84596B', '21232', '85123A', '20718', '21671', '21039']",0,Null,0.0,0.0
552167,18227.0,"['22727', '22485', '84836', '85066', '22526']",22726,ALARM CLOCK BAKELIKE GREEN,0.6043329532497149,2.266248574686431
552168,13880.0,"['22150', '47566', '22653', '22147', '72741', '84051', '20971', '23076', '23078', '22744', '22438']",0,Null,0.0,0.0
552169,17800.0,"['22150', '22147', '22693', '22570', '21380', '47566B', '47599A']",0,Null,0.0,0.0
552170,16458.0,"['21931', '85099B', '22090', '22383', '20725', '20724', '21929', '82482', '22355', '21928', '23199', '22386', '20723']",22384,LUNCH BAG PINK POLKADOT,0.40574088440651673,0.6694724592707526
552171,14145.0,"['15056N', '85014B', '20679', '15056BL']",0,Null,0.0,0.0
552172,16308.0,['16014'],0,Null,0.0,0.0
552174,15144.0,['85116'],0,Null,0.0,0.0
552176,17516.0,"['22087', '22749', '20725', '21915', '21212', '22423', '22427', '21976', '84997D', '20727', '84997A', '84077', '37450', '37447', '84997C', '84991', '20914', '82482', '20726', '21977', '84997B', '22951', '84992', '21975', '21914']",22384,LUNCH BAG PINK POLKADOT,0.40574088440651673,0.6694724592707526
552179,16919.0,"['85152', '23284', '21181', '84988', '85150', '22059', '37448', '84991', '22166', '21166']",0,Null,0.0,0.0
552180,18235.0,"['84978', '22457', '22417', '21624', '20725', '21915', '22617', '22476', '21411', '22620', '22781', '22382', '22544', '22138', '22029', '79066K', '21742', '21508', '22471', '84945', '22662', '22326', '22549', '22993', '22951', '21509', '22539', '21918', '23206']",22384,LUNCH BAG PINK POLKADOT,0.40574088440651673,0.6694724592707526
552181,17381.0,"['22417', '22659', '22745', '22617', '22746', '85227', '22138', '22748', '22747']",0,Null,0.0,0.0
552182,14180.0,"['21843', '22180', '22770', '22487', '21269', '22072', '21922', '22848', '84665']",0,Null,0.0,0.0
552183,17604.0,"['22969', '21174', '21169', '21165', '23068', '84859C', '23177', '21907', '23158', '21175', '84406B', '22412', '21181', '85184C', '23057', '20941', '21166', '82578', '22116', '21644', '82600', '21908', '84859B', '21903', '23055', '17003', '72351B', '22212', '85150', '72351A', '84192', '22413', '23193', '23132', '82580', '82581']",0,Null,0.0,0.0
552184,13741.0,"['22497', '23060', '22178', '21908', '21232', '23061', '21314', '84609']",0,Null,0.0,0.0
552185,12921.0,"['21035', '21094', '20725', '21988', '84692', '72760B', '21244', '84997D', '47590B', '21155', '20727', '21086', '20677', '21080', '84997C', '84991', '20914', '21239', '20675', '47580', '21238', '21245', '84997B', '20728', '21240']",22384,LUNCH BAG PINK POLKADOT,0.40574088440651673,0.6694724592707526
552186,12921.0,"['84978', '22457', '84946', '22178', '85053', '21928', '84970L', '84970S', '84755', '22668', '21666', '21931', '23298', '84945', '23145', '84950', '47566B', '85062', '23041', '23042', '84879']",85099B,JUMBO BAG RED RETROSPOT,0.5607235142118864,0.9251937984496125
552188,12394.0,"['23255', '21242', '22557', '22631', '21244', '20676', '23254', '22630', '22555', '22634', '22551', '22629', '22556', '20674', '20675', '21238', '21245', '23256', '21240', '21452']",0,Null,0.0,0.0
552189,12748.0,['21830'],0,Null,0.0,0.0
552191,16832.0,"['23128', '22968', '47590A', '22820', '23127', '23126']",0,Null,0.0,0.0
552192,15258.0,"['21843', '22831', '21533', '21216', '21535', '48187', '23253', '22692', '22423', '21531', '20718', '21539', '82482', '22960', '23148', '21770']",82494L,WOODEN FRAME ANTIQUE WHITE ,0.5342465753424657,1.3623287671232873
552193,15114.0,"['20975', '22614', '22417', '21981', '22926', '20977', '21915', '22928', '22554', '21212', '22418', '22556', '21914', '20981', '22925', '22927']",0,Null,0.0,0.0
552195,13089.0,"['22360', '22423', '22364']",0,Null,0.0,0.0
552196,18078.0,"['22906', '85178', '23052', '23163', '21562', '48187', '22181', '22699']",22697,GREEN REGENCY TEACUP AND SAUCER,0.6909323116219668,2.0382503192848023
552197,13743.0,"['22493', '21891', '22561', '22492', '22560', '22491', '84077']",0,Null,0.0,0.0
552198,15552.0,"['22813', '22079', '21034', '21455', '22250', '72128', '22088', '37327', '21619', '35916A', '72127', '21664', '21613', '21071', '72232', '22361', '22326']",0,Null,0.0,0.0
552202,12414.0,"['47566', '47590B', '21207', '47590A', '21172']",0,Null,0.0,0.0
552211,12709.0,"['21122', '21238', '22402', '20677', '85049E', '21239', '22348', '21243', '21240']",0,Null,0.0,0.0
552217,18170.0,"['21754', '21985', '85066', '82486', '48194', '85123A', '21756', '21755', '82482', '22151', '23146']",82494L,WOODEN FRAME ANTIQUE WHITE ,0.5342465753424657,1.3623287671232873
552231,17364.0,"['22431', '21832', '21469', '23077', '23052', '22745', '62018', '20751', '22746', '48184', '22502', '22423', '22170', '15036', '47599A', '84970S', '21947', '23049', '23299', '23254', '23076', '21621', '23054', '22747', '22693', '22491', '84077', '22433', '23051', '23298', '21154', '21326', '21623', '47590A', '23078', '22699', '23053', '22367', '22169', '21468', '21041', '22748', '23256', '22501']",47566,PARTY BUNTING,0.3855302279484638,3.5931417244796826
552233,17068.0,"['20728', '23298', '21621']",20725,LUNCH BAG RED RETROSPOT,0.4751552795031056,0.7840062111801241
552235,15194.0,"['22386', '22457', '21136', '22666', '22156', '21929', '23255', '23231', '21314', '72802C', '22423', '84879', '37340']",85099B,JUMBO BAG RED RETROSPOT,0.6268656716417911,1.0343283582089553
552236,16525.0,"['48129', '22090', '21181', '22219', '22796', '22169', '22829', '22494']",0,Null,0.0,0.0
552238,14403.0,"['23298', '84795B', '85017B']",47566,PARTY BUNTING,0.3855302279484638,3.5931417244796826
552239,14056.0,"['22087', '85099B', '23052', '22615', '20725', '48184', '22554', '20998', '23199', '22616', '21983', '23207', '23049', '22692', '23000', '22558', '22555', '22727', '23201', '22614', '21787', '23051', '22402', '23298', '21523', '20914', '22556', '22662', '23050', '23283', '22328', '22367', '23284', '21981', '21980', '23193', '22955', '22730', '20718', '22844', '23206', '22996', '23208', '22399']",22386,JUMBO BAG PINK POLKADOT,0.34125,0.6654375
552240,13723.0,"['22139', '21793', '21792', '22502', '22224', '22501']",0,Null,0.0,0.0
552242,12748.0,"['23201', '22634', '22923', '21054', '22825', '22400', '22396', '23007', '22399']",0,Null,0.0,0.0
552243,12748.0,"['21363', '21627', '21157', '21925', '22553', '23002', '21793', '51008', '22618', '20983', '20982', '22212', '21922', '22094', '23007', '21558', '35004B']",0,Null,0.0,0.0
552244,12748.0,"['79066K', '22971', '22553', '22297', '21793', '22900', '23002', '22998', '22335', '22561', '21713', '22296', '10133']",0,Null,0.0,0.0
552245,12748.0,"['22727', '22999', '21793', '22185', '85035A', '21922', '72799C', '82613D', '22430', '22443', '21528', '72799E', '21763']",22726,ALARM CLOCK BAKELIKE GREEN,0.6043329532497149,2.266248574686431
552246,12748.0,"['21615', '20840', '21793', '22095', '47594A', '84429A', '84847', '22714']",0,Null,0.0,0.0
552247,12748.0,"['20840', '21792', '22698', '21418', '21773', '16014', '22697', '16015', '21927', '22996', '21034']",22699,ROSES REGENCY TEACUP AND SAUCER ,0.7829232995658465,2.3096237337192473
552248,12748.0,"['22085', '22095', '22084']",0,Null,0.0,0.0
552249,12748.0,"['22092', '21584', '85099B', '23128', '21793', '23199', '22435', '22095', '21922', '22411', '22440']",22386,JUMBO BAG PINK POLKADOT,0.34125,0.6654375
552250,12748.0,"['22561', '22556']",0,Null,0.0,0.0
552251,12748.0,"['22150', '22906', '21507', '22742', '22743', '22744', '22565']",0,Null,0.0,0.0
552252,15227.0,"['23230', '84946', '21754', '84945', '21980', '23299', '48184', '23194', '21080', '21524', '22722', '23144', '22847']",0,Null,0.0,0.0
552253,14201.0,"['47566', '23204', '20821', '22384', '22430', '84879']",20725,LUNCH BAG RED RETROSPOT,0.5617615467239527,0.926906552094522
552254,16168.0,"['22087', '21494', '23298', '21174', '21928', '21172']",47566,PARTY BUNTING,0.3855302279484638,3.5931417244796826
552255,14005.0,"['22417', '20838', '35810A', '21977', '21213', '22951', '84992', '21212', '22423', '20801', '21975', '82613B', '21933', '35809A']",0,Null,0.0,0.0
552256,16621.0,"['84836', '22087', '84978', '22457', '84946', '21781', '22156', '21730', '22423', '22776', '20998', '21114']",0,Null,0.0,0.0
552257,16923.0,"['84978', '22178', '21868', '22698', '21906', '22427', '23153', '23156', '22294', '21876', '22224', '22697', '20727', '23152', '22197', '22383', '22896', '23209', '22662', '22428', '21933', '22699', '21901', '23154', '84828', '20728', '21932']",20725,LUNCH BAG RED RETROSPOT,0.4914448669201521,0.810884030418251
552259,15796.0,"['21174', '22721', '22698', '22423', '21899', '23153', '22429', '22863', '22356', '22907', '22697', '35095B', '23152', '22384', '21908', '23209', '22979', '20724', '22699', '21901', '21781']",20725,LUNCH BAG RED RETROSPOT,0.5617615467239527,0.926906552094522
552260,17002.0,"['22524', '22215', '84978', '21891', '22083', '22605', '22607', '22896', '21922', '23200', '23199', '22908', '22350']",0,Null,0.0,0.0
552261,16807.0,"['23201', '22197', '23204', '23077', '23207', '23209', '23200', '23254', '22352', '23256', '21559', '23203', '23199', '21790', '23205']",85099B,JUMBO BAG RED RETROSPOT,0.4333333333333333,0.7149999999999999
552262,14911.0,"['22992', '21469', '22334', '22745', '21915', '22746', '22333', '22821', '16236', '23177', '23158', '21063', '22356', '23207', '23071', '84912B', '23299', '22278', '23073', '90018B', '21448', '20652', '22747', '20723', '23072', '20655', '21061', '20977', '22435', '20978', '22991', '84912A', '23066', '90076', '23048', '23176', '23070', '22440', '22559', '23162', '16052', '23069', '90177D', '85123A', '23065', '21914', '23206', '21556', '22804']",20725,LUNCH BAG RED RETROSPOT,0.4491916859122402,0.7411662817551963
552263,15561.0,"['22781', '23207', '21718', '23209', '23007', '23008', '21716']",23203,mailout,0.4403578528827038,0.0
552264,14959.0,"['84978', '22292', '22336', '21713', '21389', '84970S', '84882', '84755', '22294', '22297', '84947', '22921', '84949', '22918', '22919', '22917', '21714', '21136', '22920', '22916', '21385', '84879']",0,Null,0.0,0.0
552265,14161.0,"['22303', '23133', '21122', '22087', '84879', '22904', '22749', '22745', '23044', '22980', '22746', '23200', '22423', '22776', '85025C', '23199', '22429', '22621', '22553', '22297', '23047', '23043', '23138', '23202', '22747', '22895', '22555', '23060', '22750', '22302', '22940', '22219', '22449', '21192', '21187', '22556', '21755', '23142', '21870', '22979', '23067', '23284', '21136', '22690', '72741', '85123A', '22748', '23206', '23208', '23046']",23203,mailout,0.5544041450777202,0.0
552266,13975.0,"['47566', '20726', '22993', '23298', '22907', '23299', '21080', '23209', '22189', '21621', '22722']",20725,LUNCH BAG RED RETROSPOT,0.5280487804878049,0.871280487804878
552267,15038.0,"['23055', '23067', '23284', '22768', '21754', '48111', '23163', '85066', '23068', '82486', '23057', '22413', '84832', '22427', '21755', '82482', '22822', '23056']",82494L,WOODEN FRAME ANTIQUE WHITE ,0.5342465753424657,1.3623287671232873
552268,14709.0,"['23201', '23283', '21931', '85099B', '23284', '21983', '48185', '20983', '21985', '85099C', '21977', '21929', '23202', '23203', '48138', '84077', '22386']",0,Null,0.0,0.0
552269,16121.0,"['23040', '84978', '85099B', '22090', '23182', '21586', '20979', '20717', '23068', '22161', '22980', '22855', '22694', '23203', '22363', '10125', '22379', '22386', '84692', '22639', '22297', '22926', '22722', '22921', '22692', '22766', '22960', '22296', '20723', '22381', '22918', '22421', '22666', '48188', '23298', '22919', '22917', '20914', '21145', '22364', '21755', '22789', '23206', '21901', '85062', '23154', '22083', '23130', '21136', '22920', '22953', '22916', '21902', '22993', '22419', '85123A', '22602', '84879', '22361', '22349']",47566,PARTY BUNTING,0.3855302279484638,3.5931417244796826
552270,16928.0,"['21794', '21793', '22699', '22698', '21672', '22697', '22423', '21669', '22771', '21668', '21671', '22461', '21673']",0,Null,0.0,0.0
552271,13069.0,"['47566', '22626', '21976', '22568', '22219', '23298', '47590B', '22088', '22254', '47590A', '21116', '47566B', '84879', '21933', '23144', '21932']",0,Null,0.0,0.0
552272,13694.0,"['47566', '21794', '84978', '71459', '84755', '21845', '21231']",0,Null,0.0,0.0
552273,13021.0,"['22727', '21888', '22569', '85099B', '23284', '21181', '20972', '20725', '21915', '48194', '22741', '22502', '22492', '22430', '21749', '21928']",22726,ALARM CLOCK BAKELIKE GREEN,0.6043329532497149,2.266248574686431
552274,16523.0,"['85099B', '23047', '23045', '23043', '23044', '85099C', '23202', '23203', '22411']",22386,JUMBO BAG PINK POLKADOT,0.34125,0.6654375
552275,16523.0,['22847'],0,Null,0.0,0.0
552276,18142.0,"['23128', '20972', '22149', '20971', '22492', '22489', '23127', '22560', '21703']",0,Null,0.0,0.0
552277,13642.0,"['21035', '84978', '22904', '23077', '21246', '22900', '21169', '21586', '22333', '21899', '21713', '22035', '21172', '21864', '22429', '22846', '35004B', '22332', '21124', '22606', '22926', '22185', '21121', '22894', '21327', '22766', '22191', '20727', '23184', '22374', '22895', '20886', '22435', '22384', '22371', '84596F', '22636', '22199', '21865', '22360', '22428', '22440', '22480', '21714', '20685', '21905', '21592', '22607', '22439', '22488', '22109', '22066', '21900', '22602', '20754', '22713', '21034']",20725,LUNCH BAG RED RETROSPOT,0.4914448669201521,0.810884030418251
